"Words","Features"
"promise","1"
"freak","0"
"past","0"
"away","4"
"follow","1"
"growth","0"
"area","0"
"msg","0"
"tomorrow","1"
"reserve","0"
"imminent","0"
"sold","2"
"overwhelm","0"
"reaction","0"
"death","0"
"telegraph","2"
"insert","0"
"all-time","0"
"high","2"
"hang","0"
"tacoma","0"
"beatle","0"
"front","0"
"shirt","0"
"reunion","0"
"tighten","0"
"pro","0"
"jacob","0"
"notify","0"
"clown","0"
"spin","1"
"wheel","0"
"reinvent","0"
"lookup","0"
"easiest","0"
"brady","0"
"surpris","1"
"mark","1"
"comparison","0"
"segregate","0"
"internode","0"
"piracy","0"
"mainly","0"
"platform","5"
"obscure","0"
"infamou","0"
"hall","0"
"pass","2"
"nookie","0"
"joel","0"
"circumstance","0"
"suffer","0"
"period","1"
"goodwill","0"
"paul","0"
"chat","0"
"advisor","0"
"tribute","2"
"faulty","0"
"gain","0"
"advertis","1"
"balloon","0"
"respect","0"
"alternative","0"
"india","2"
"squad","0"
"peep","0"
"algorithm","0"
"shrewd","0"
"root","1"
"horse","0"
"flower","0"
"shower","0"
"beg","0"
"valuable","0"
"analysi","0"
"trend","0"
"profit","0"
"proud","0"
"predict","0"
"stage","1"
"september","1"
"head","2"
"detail","8"
"auto","0"
"renewal","0"
"settle","0"
"content","3"
"coffer","0"
"hit","1"
"smart","4"
"engage","0"
"partner","1"
"social","7"
"activity","1"
"messag","0"
"kinda","0"
"relevant","0"
"junkie","0"
"buri","0"
"ability","0"
"inconvenient","0"
"cofounder","0"
"stood","0"
"provide","0"
"chase","0"
"cream","152"
"sandwich","155"
"Yesss","0"
"situation","0"
"gulp","0"
"pack","0"
"session","0"
"indicator","0"
"management","2"
"entrepreneur","0"
"startup","3"
"bangla","0"
"bengali","0"
"galaxy","117"
"globally","0"
"traffic","5"
"gift","0"
"opinion","0"
"careful","0"
"chip","0"
"guarantee","0"
"failure","0"
"principal","0"
"global","1"
"player","0"
"active","0"
"kobo","0"
"underplay","0"
"invisible","0"
"hospital","0"
"single","0"
"mourn","0"
"dock","0"
"scroll","2"
"title","0"
"font","3"
"across","1"
"main","0"
"wayne","0"
"leav","0"
"correct","2"
"child","0"
"poorly","0"
"painless","0"
"choice","0"
"form","1"
"component","0"
"continue","1"
"bite","0"
"upcom","0"
"afro-american","0"
"emoticon","0"
"angry","0"
"omission","0"
"advanc","1"
"printer","1"
"mighty","0"
"alcohol","0"
"act","1"
"timeline","0"
"history","0"
"challeng","0"
"possibly","0"
"accessori","0"
"policy","1"
"intellectual","0"
"property","0"
"infringement","0"
"claim","0"
"unauthorize","0"
"likely","0"
"suit","1"
"accus","0"
"roar","0"
"unveil","18"
"placement","0"
"effort","0"
"Yield","0"
"stock","2"
"promot","0"
"magazine","1"
"add","2"
"escort","0"
"legal","0"
"discovery","0"
"public","0"
"leopard","0"
"functionality","2"
"identity","0"
"logo","0"
"revis","0"
"doubt","2"
"enough","2"
"cope","0"
"defraud","0"
"win","3"
"salute","0"
"dog","0"
"earlier","1"
"upstair","0"
"soho","0"
"sudden","0"
"sprung","0"
"attention","0"
"digital","10"
"california","0"
"joseph","0"
"patiently","1"
"end","0"
"reply","0"
"insist","0"
"favorite","2"
"color","0"
"average","0"
"speed","3"
"swallow","0"
"python","0"
"denounce","0"
"nuance","0"
"cheap","1"
"improvement","6"
"implementation","0"
"monitor","0"
"either","1"
"heard","0"
"partnership","0"
"governor","0"
"declare","0"
"hoe","0"
"nearest","1"
"beef","0"
"subscribe","0"
"default","9"
"limit","0"
"older","0"
"ethernet","0"
"drew","0"
"respond","1"
"everywhere","0"
"factori","0"
"concrete","0"
"evidence","0"
"blogger","0"
"differ","0"
"reli","0"
"wank","0"
"student","0"
"discount","0"
"rep","0"
"accent","0"
"speech","0"
"translator","0"
"overhaul","0"
"response","2"
"bake","0"
"documentary","0"
"brought","0"
"constrain","0"
"appear","0"
"inventory","0"
"center","0"
"trick","0"
"fully","0"
"controll","0"
"antitrust","0"
"homepage","0"
"renam","0"
"legacy","0"
"strange","3"
"group","1"
"paperboy","0"
"fixe","0"
"client","0"
"throne","0"
"silicon","0"
"valley","0"
"visit","0"
"final","0"
"portion","0"
"procee","0"
"native","1"
"editor","0"
"volume","1"
"switcher","0"
"slider","0"
"proof","1"
"woke","0"
"door","0"
"arrival","0"
"tuesday","0"
"option","0"
"stronger","0"
"deaf","0"
"ally","0"
"silver","0"
"importantly","0"
"handy","0"
"funny","0"
"configure","0"
"racism","0"
"christma","1"
"self","0"
"landscape","0"
"mode","2"
"dalla","0"
"strategy","1"
"beware","0"
"west","1"
"14th","0"
"fact","1"
"roger","0"
"spray","0"
"paint","0"
"macintosh","0"
"discontinu","0"
"bid","0"
"designer","0"
"buddy","0"
"pic","0"
"toggle","0"
"earth","1"
"security","3"
"salesperson","0"
"matter","0"
"sticky","1"
"pill","0"
"advance","0"
"weather","0"
"hopeful","1"
"interconnect","0"
"austin","0"
"umbrella","0"
"staf","0"
"bore","0"
"intrigu","0"
"suggestion","0"
"thu","0"
"spent","0"
"afford","0"
"mansion","0"
"madden","0"
"selection","0"
"stripe","0"
"dough","0"
"otherwise","0"
"heart","2"
"hectic","0"
"mom","0"
"bear","0"
"lincoln","0"
"sail","0"
"phoenix","0"
"rock","0"
"house","0"
"chill","0"
"bee","0"
"japanese","0"
"privacy","5"
"pear","0"
"tree","0"
"fall","0"
"type","0"
"perry","0"
"rick","0"
"riesl","0"
"lightbulb","0"
"ready","4"
"tampa","0"
"martin","0"
"town","0"
"buccaneer","0"
"teach","0"
"different","2"
"therefore","0"
"percent","0"
"clearance","0"
"scripture","0"
"patio","0"
"furniture","0"
"bag","0"
"angel","0"
"peeler","0"
"washer","0"
"board","1"
"cyst","0"
"knee","0"
"conveyor","0"
"hardy","0"
"mesh","0"
"jacket","0"
"motorcycle","0"
"vodka","0"
"fancy","1"
"hemp","0"
"jewelry","0"
"instruction","0"
"fuel","0"
"knot","0"
"money","1"
"chosen","1"
"trivia","2"
"build","4"
"leap","1"
"boost","1"
"manager","1"
"sleek","1"
"superb","1"
"desire","1"
"Yummy","1"
"refer","1"
"prime","8"
"await","1"
"searche","11"
"debt","1"
"fallen","1"
"five","1"
"photography","1"
"biggest","2"
"threat","3"
"king","0"
"readable","1"
"emphasi","1"
"wallet","6"
"effect","4"
"efficient","1"
"browse","1"
"infinite","10"
"bookcase","16"
"difficult","1"
"benefit","1"
"bully","4"
"hangout","2"
"icecream","10"
"salmonella","1"
"hotspot","1"
"orbital","1"
"laser","1"
"wooden","1"
"deliciou","3"
"ditch","1"
"launche","6"
"closely","1"
"collaborate","1"
"pleas","1"
"press","4"
"conference","2"
"slick","1"
"college","1"
"scream","2"
"changer","1"
"ahead","1"
"reveal","6"
"closer","3"
"face","12"
"pleasure","1"
"fantastic","1"
"globe","2"
"probably","2"
"hookup","1"
"teas","1"
"accompany","1"
"usual","2"
"neat","1"
"frame","1"
"generator","1"
"prettier","2"
"introduc","5"
"inside","1"
"beneficial","1"
"tool","9"
"doc","7"
"particularly","1"
"theme","3"
"sentence","0"
"rite","1"
"accord","3"
"beam","16"
"alright","1"
"decision","2"
"ugly","1"
"taste","2"
"blog","12"
"outdate","2"
"instant","1"
"raise","4"
"detection","1"
"essential","1"
"crave","2"
"adopt","1"
"philosophy","1"
"polish","1"
"port","1"
"catchy","1"
"advertisement","1"
"carry","4"
"november","2"
"pant","1"
"literally","2"
"blown","2"
"combination","1"
"introduction","3"
"party","2"
"regular","1"
"interval","1"
"real","7"
"executive","1"
"capabiliti","4"
"select","1"
"transfer","1"
"dig","1"
"quick","4"
"politely","1"
"goodbye","0"
"taught","1"
"decent","1"
"positive","2"
"directly","1"
"layout","1"
"aggregate","1"
"source","4"
"spiral","2"
"inbuilt","2"
"panoramic","1"
"panorama","4"
"tasty","1"
"toy","0"
"gallery","4"
"shutter","2"
"insane","1"
"thumb","1"
"edit","1"
"three","7"
"score","1"
"along","3"
"delay","1"
"watchdog","1"
"study","3"
"guide","0"
"display","1"
"peanut","1"
"neither","1"
"pea","1"
"discuss","1"
"retard","1"
"planet","1"
"pinch","1"
"zoom","1"
"superior","1"
"bookmark","3"
"redesign","2"
"conversation","1"
"automatically","1"
"doorstep","1"
"excellent","1"
"commercial","1"
"announcement","11"
"dictation","1"
"smooth","1"
"responsive","1"
"widget","4"
"navigation","1"
"built","1"
"stack","1"
"richer","1"
"wallpaper","1"
"curiou","1"
"highlight","3"
"mull","1"
"shore","1"
"bout","1"
"accessibility","1"
"dump","3"
"ton","2"
"spam","2"
"awkward","1"
"load","1"
"blackout","1"
"threaten","1"
"august","1"
"uphill","1"
"parker","1"
"lecture","0"
"economic","1"
"hypocritical","1"
"melt","0"
"letdown","2"
"introduce","4"
"singaporean","1"
"facial","5"
"demo","2"
"goof","1"
"interference","1"
"headache","0"
"visigoth","1"
"froze","0"
"new","12"
"laughable","1"
"encrypt","12"
"maximize","1"
"collection","1"
"background","1"
"horrible","1"
"stream","1"
"code","2"
"skill","0"
"perform","1"
"date","1"
"impact","1"
"illustrate","1"
"peril","1"
"demonstration","1"
"admirably","1"
"revolution","5"
"stalk","0"
"performance","1"
"leave","1"
"fold","1"
"beat","5"
"iteration","1"
"several","1"
"revamp","2"
"compete","1"
"pittsburgh","1"
"recruit","1"
"hands-on","4"
"latest","5"
"theater","1"
"dubai","1"
"unwrap","6"
"vagina","1"
"encryption","3"
"menu","2"
"butt","1"
"unite","3"
"republish","1"
"index","2"
"perk","5"
"empire","0"
"avenue","1"
"outbound","4"
"rede","1"
"understand","1"
"flight","1"
"travel","1"
"downward","1"
"novelty","0"
"important","3"
"density","1"
"real-time","3"
"collaboration","3"
"transition","3"
"joke","2"
"slogan","2"
"industry","3"
"witness","3"
"astound","3"
"seal","3"
"supreme","3"
"console","3"
"traditional","2"
"secure","4"
"queri","2"
"track","1"
"land","1"
"conversion","2"
"cap","1"
"commodity","2"
"advertiser","2"
"arrive","1"
"curve","1"
"rival","2"
"url","1"
"webmaster","2"
"chicago","1"
"recap","2"
"host","1"
"africa","1"
"political","1"
"revue","1"
"companion","1"
"controller","1"
"announce","13"
"payment","1"
"environment","0"
"solar","2"
"plant","1"
"block","2"
"receive","3"
"juice","1"
"run-down","1"
"tip","0"
"crawl","1"
"creep","1"
"wake","1"
"honeycomb","1"
"gingerbread","7"
"referral","1"
"hack","2"
"wisely","1"
"sheet","1"
"xma","1"
"confirm","9"
"enhancement","1"
"texa","2"
"instrument","3"
"core","3"
"newer","2"
"processor","2"
"competition","3"
"venture","4"
"rumor","1"
"asap","1"
"application","1"
